0.01	0.010298
0.06	0.055741439999999996
0.11	0.10968276000000003
0.16	0.20289663999999996
0.21	0.31212279000000026
0.26	0.45563725999999966
0.31	0.6640212400000006
0.36	0.5661629999999997
0.41	0.701419390000001
0.46	0.56142954
0.51	0.6640200000000037
0.56	0.7741574400000159
0.61	0.7009747899999972
0.66	0.6339273600000139
0.71	0.47172399999996484
0.76	0.4240830400000559
0.81	0.34786584000000587
0.86	0.22521249999999998
0.91	0.20421400999996694
0.96	0.1886159999999916
1.01	0.11738118999998261
1.06	0.08729735999999975
1.11	0.08090901000001978
1.16	0.03967663999994693
1.21	0.043143759999932814
1.26	0.0265406400000531
1.31	0.025068160000093487
1.36	0.016320000000059374
1.41	0.013393590000097173
1.46	0.012112159999854339
1.51	0.005762160000009317
1.56	0.003924960000050487
1.61	0.0024649099999340253
1.66	0.0022891400001462895
1.71	0.0022845600000175183
1.76	0.0032665599999483676
1.81	0.0032199900001753123
1.86	0.0007142399999560439
1.91	0.0005558099999951082
1.96	0.0003841599999926984
2.01	0.0003939599999925121
2.06	0.0007910399999513175
2.11	0.00020888999994276674
2.16	0.0
2.21	0.0
2.26	0.0
2.31	0.0
2.36	0.0
2.41	0.0
2.46	0.00024353999993327306
2.51	0.0
2.56	0.0
2.61	0.0
2.66	0.0
2.71	0.0
2.76	0.0
2.81	0.0
2.86	0.0
2.91	0.0
2.96	0.0
